id,province,topic,context,options,answer,is_province_specific,also_exist_in_other_province,final_is_province_specific
112,Aceh,Sehari-hari,Ali menunduk ketika masuk ke rumah aceh.,"['A. Ali menunduk karena pintunya rusak.', 'B. Ali menunduk karena dilarang berdiri saat masuk.', 'C. Ali Menunduk karena pintunya rendah.']",C,YA,YA,TIDAK
113,Aceh,Sehari-hari,Raisa tinggal di daerah yang rawan gempa.,"['A. Raisa membangun rumah dengan struktur tahan gempa.', 'B. Raisa membangun rumah beton.', 'C. Raisa membangun rumah besi.']",A,YA,YA,TIDAK
115,Aceh,Sehari-hari,Sultan pergi keluar malam untuk mengaji.,"['A. Sultan pergi ke TPA.', 'B. Sultan pergi ke warung kopi.', 'C. Sulthan pergi ke bale-bale atau musala.']",C,YA,YA,TIDAK
117,Aceh,ReligiBudayaSosial,Raja ingin shalat jumat.,"['A. Raja pergi ke musala.', 'B. Raja pergi ke pasar.', 'C. Raja pergi ke mesjid.']",C,YA,YA,TIDAK
118,Aceh,ReligiBudayaSosial,Cut membawa Al-Quran ke sekolah di hari Jumat.,"['A. Cut membaca surah Muluk di sekolah setiap Jumat.', 'B. Cut membaca surah Al-Khafi di sekolah setiap Jumat.', 'C. Cut membaca surah Yasin di sekolah setiap Jumat.']",C,YA,YA,TIDAK
119,Aceh,ReligiBudayaSosial,Musfira melewati jembatan Seunapet.,"['A. Musfira tidak memberi klakson saat melewati jembatan seunapet.', 'B. Musfira memberi klakson 3 kali saat melewati jembatan seunapet.', 'C. Musfira memberi klakson 10 kali saat melewati jembatan seunapet.']",B,YA,TIDAK,YA
120,Aceh,ReligiBudayaSosial,Raisa sedang hamil dan ingin keluar malam.,"['A. Raisa membawa sebiji kacang hijau dan peniti.', 'B. Raisa membawa sebiji bawang putih dan peniti.', 'C. Raisa membawa sebiji bawang merah dan peniti.']",B,YA,TIDAK,YA
121,Aceh,ReligiBudayaSosial,Desi mempesijuk anaknya di acara khitan.,"['A. Desi menyediakan beras, padi, on sinijuek, dan air di acara khitanan anaknya.', 'B. Desi menyediakan on sinijuek di acara khitanan anaknya.', 'C. Desi menyediakan air di acara khitanan anaknya.']",A,YA,TIDAK,YA
124,Aceh,ReligiBudayaSosial,Hasna menabung gaji pertamanya.,"['A. Hasna membelikan emas untuk menabung.', 'B. Hasna membelikan tanah untuk menabung.', 'C. Hasna membelikan baju bermerek untuk menabung.']",A,YA,YA,TIDAK
125,Aceh,ReligiBudayaSosial,Desi baru saja melahirkan.,"['A. Desi melakukan luluran dirumah.', 'B. Desi melakukan olahraga dirumah.', 'C. Desi melakukan sale dirumah.']",C,YA,TIDAK,YA
127,Aceh,ReligiBudayaSosial,Rahma sedang naik kolestrol.,"['A. Rahma meminum jus timun.', 'B. Rahma minum air rebusan daun jambu kelutuk.', 'C. Rahma meminum rebusan jahe.']",B,YA,TIDAK,YA
129,Aceh,Makanan,Agus pergi ke kedai untuk membeli sarapan khas Aceh.,"['A. Agus membeli nasi padang untuk sarapan.', 'B. Agus membeli nasi gurih untuk sarapan.', 'C. Agus membeli kue untuk sarapan.']",B,YA,TIDAK,YA
130,Aceh,Makanan,Wanti pergi ke warung untuk makan siang khas Aceh.,"['A. Wanti memesan kuah asam keung.', 'B. Wanti memesan ikan asap keung.', 'C. Wanti memesan spagetti.']",A,YA,TIDAK,YA
131,Aceh,Makanan,Buk Sari menyiapkan makanan makan siang khas Aceh.,"['A. Buk Sari memasak keumamah.', 'B. Buk Sari memasak bubur.', 'C. Buk Sari memasak bu leumak.']",A,YA,TIDAK,YA
132,Aceh,Makanan,Buk Dewi memasak untuk makan malam khas Aceh.,"['A. Buk Dewi memasak kuah drien.', 'B. Buk Dewi memasak nasi lemak.', 'C. Buk Dewi memanaskan kuah leumak tadi siang.']",C,YA,TIDAK,YA
133,Aceh,Makanan,Buk Sari memasak untuk makan malam khas Aceh.,"['A. Buk Sari memasak kuah pengat.', 'B. Buk Sari memanaskan keumamah tadi siang.', 'C. Buk Sari memasak bulukat.']",B,YA,TIDAK,YA
134,Aceh,Makanan,Dini bertamu ke rumah neneknya.,"['A. Dini disuguhkan makanan khas Aceh, kue brownis.', 'B. Dini disuguhkan makanan khas Aceh, kue pai.', 'C. Dini disuguhkan makanan khas Aceh, kue bhoi.']",C,YA,TIDAK,YA
135,Aceh,Makanan,Aldi baru pulang dari kampungnya di gayo.,"['A. Aldi membawa oleh-oleh bunga.', 'B. Aldi membawa oleh-oleh kopi.', 'C. Aldi membawa oleh-oleh gula.']",B,YA,TIDAK,YA
136,Aceh,Makanan,Sinta baru pulang berlibur dari pidie.,"['A. Sinta membawa oleh-oleh kue adee.', 'B. Sinta membawa oleh-oleh sayur-sayuran.', 'C. Sinta membawa oleh-oleh buah-buahan.']",A,YA,TIDAK,YA
137,Aceh,Makanan,Buk Wiwi baru pulang berlibur dari nagan raya.,"['A. Buk Wiwi membawa pulang oleh-oleh kue karah.', 'B. Buk Wiwi membawa pulang oleh-oleh kue bhoi.', 'C. Buk Wiwi membawa pulang oleh-oleh kue dodol.']",A,YA,TIDAK,YA
138,Aceh,Makanan,Pak Anton pulang ke kampung halaman nya di Meulaboh.,"['A. Pak Anton tak lupa menikmati jus buah khas Meulaboh.', 'B. Pak Anton tak lupa menikmati kopi khop khas Meulaboh.', 'C. Pak Anton tak lupa menikmati ie u khas Meulaboh.']",B,YA,TIDAK,YA
140,Aceh,Makanan,Azizi pergi ke acara maulid.,"['A. Azizi makan menggunakan tangan.', 'B. Azizi makan menggunakan centong.', 'C. Azizi makan menggunakan cobek.']",A,YA,YA,TIDAK
141,Aceh,Makanan,Aldi makan siang di rumah.,"['A. Aldi makan menggunakan periuk.', 'B. Aldi makan menggunakan sumpit.', 'C. Aldi makan menggunakan tangan.']",C,YA,YA,TIDAK
142,Aceh,Makanan,Buk Sari ingin menghaluskan bahan masakannya.,"['A. Buk Sari menghaluskan bahan masakannya dengan batee seumepeh.', 'B. Buk Sari menghaluskan bahan masakannya dengan talam.', 'C. Buk Sari menghaluskan bahan masakannya dengan ceupe.']",A,YA,TIDAK,YA
143,Aceh,Makanan,Santi sedang berlibur ke Aceh.,"['A. Santi tidak lupa menikmati bu Aceh.', 'B. Santi tidak lupa menikmati mie Aceh.', 'C. Santi tidak lupa menikmati sate Aceh.']",B,YA,TIDAK,YA
144,Aceh,Makanan,Yuni dan kawan nya akan berlibur ke laut di hari minggu.,"['A. Yuni dan kawannya memasak kuah cue.', 'B. Yuni dan kawannya memasak kuah masam keueng.', 'C. Yuni dan kawannya memasak kuah lemak.']",A,TIDAK,YA,TIDAK
145,Aceh,Makanan,Sukma akan mengadakan hajatan.,"['A. Sukma sedang memasak kuah reboh.', 'B. Sukma sedang memasak kuah jengkol.', 'C. Sukma sedang memasak kuah phep.']",C,YA,TIDAK,YA
146,Aceh,Makanan,Buk lilis membuat rujak untuk acara arisan dirumahnya.,"['A. Buk lilis menambahkan buah kumude kedalam rujaknya.', 'B. Buk lilis menambahkan buah meria kedalam rujaknya.', 'C. Buk lilis menambahkan buah salak kedalam rujaknya.']",B,YA,TIDAK,YA
147,Aceh,Makanan,Dedi pulang dari rumah saudaranya di Krung Raya.,"['A. Dedi membawa pulang buah jamblang.', 'B. Dedi membawa pulang buah rambutan.', 'C. Dedi membawa pulang buah timun.']",A,YA,TIDAK,YA
148,Aceh,Pernikahan,Adinda akan menikah beberapa hari ke depan.,"['A. Adinda dilarang memakai baju berwarna merah.', 'B. Adinda dilarang keluar rumah.', 'C. Adinda dilarang memakan daging-dagingan.']",B,YA,TIDAK,YA
149,Aceh,Pernikahan,Cinta akan melangsungkan pernikahan.,"['A. Cinta mengadakan acara peh rapaii.', 'B. Cinta mengadakan acara malam boh gaca.', 'C. Cinta mengadakan acara potong kue.']",B,YA,TIDAK,YA
150,Aceh,Pernikahan,Luna akan melangsungkan acara pernikahan lusa.,"['A. Hari ini Luna mengadakan acara seserahan.', 'B. Hari ini Luna mengadakan acara maulid.', 'C. Hari ini Luna mengadakan acara peumano.']",C,YA,TIDAK,YA
151,Aceh,Pernikahan,Aldi dan Rina hari ini akan menikah dengan tradisi Aceh.,"['A. Aldi dan Rina melakukan siraman.', 'B. Aldi dan Rina melakukan sengkeman.', 'C. Aldi dan Rina melakukan yasinan.']",B,YA,TIDAK,YA
152,Aceh,Pernikahan,Arif dan Wanda akan menikah hari ini.,"['A. Pihak Arif akan memberikan gaca kepada pihan Wanda.', 'B. Pihak Arif akan memberikan mahar kepada pihan Wanda.', 'C. Pihak Arif akan memberikan makanan kepada pihan Wanda.']",B,YA,YA,TIDAK
153,Aceh,Pernikahan,Alif dan Wirda sedang melaksanakan pernikahan.,"['A. Alif melafalkan ijab kabul.', 'B. Alif dan Wirda melafalkan ijab kabul.', 'C. Wirda melafalkan ijab kabul.']",A,YA,YA,TIDAK
154,Aceh,Pernikahan,Luna baru saja melangsungkan pernikahan.,"['A. Luna dan keluarga besar melakukan buka idang.', 'B. Luna dan keluarga besar melakukan hapus gaca.', 'C. Luna dan keluarga besar melakukan siraman.']",A,YA,TIDAK,YA
155,Aceh,Pernikahan,Yanti baru saja melangsungkan pernikahan.,"['A. Keluarga Yanti melakukan kegiatan nari bersama.', 'B. Keluarga Yanti melakukan kegiatan buka kado bersama.', 'C. Keluarga Yanti melakukan kegiatan masak lontong.']",B,YA,TIDAK,YA
156,Aceh,Pernikahan,Ali memakai pakaian adat Aceh di acara pernikahannya.,"['A. Ali memakai topi.', 'B. Ali memakai peci.', 'C. Ali memakai kupiah meukeutop.']",C,YA,TIDAK,YA
157,Aceh,Pernikahan,Aldia memakai pakaian adat Aceh di acara pernikahannya.,"['A. Aldia memakai rencong di pinggangnya.', 'B. Aldia memakai parang di pinggangnya.', 'C. Aldia memakai sikin di pinggangnya.']",A,YA,TIDAK,YA
158,Aceh,Pernikahan,Siti memakai pakaian adat Aceh di acara pernikahannya.,"['A. Siti memakai kulot.', 'B. Siti memakai songket.', 'C. Siti memakai rok.']",B,YA,TIDAK,YA
159,Aceh,Pernikahan,Nadia memakai pakaian adat Aceh di acara pernikahannya.,"['A. Nadia memakai topi dikepalanya.', 'B. Nadia memakai kupiah dikepalanya.', 'C. Nadia memakai patam dikepalanya.']",C,YA,TIDAK,YA
160,Aceh,Pernikahan,Citra akan menikah dua minggu lagi.,"['A. Citra pergi ke rumah kerabatnya untuk memberikan hidangan.', 'B. Citra pergi ke rumah kerabatnya untuk memberikan undangan.', 'C. Citra pergi ke rumah kerabatnya untuk memberikan ranup.']",B,YA,YA,TIDAK
161,Aceh,Pernikahan,Dinda menghadiri undangan pernikahan kawannya.,"['A. Dinda duduk di prasmanan untuk laki-laki dan perempuan.', 'B. Dinda duduk di prasmanan khusus wanita.', 'C. Dinda duduk di prasmanan khusus laki-laki.']",B,YA,YA,TIDAK
162,Aceh,Pernikahan,Luna akan mengadakan pesta pernikahannya.,"['A. Rumah pageuchik Luna dipenuhi dengan dekor dan teratak.', 'B. Rumah Luna dipenuhi dengan dekor dan teratak.', 'C. Rumah tengku gampong Luna di penuhi dengan dekor dan teratak.']",B,YA,TIDAK,YA
163,Aceh,Pernikahan,Laila menghadiri pernikahan kawannya.,"['A. Laila memakan nasi dengan kuah belangong.', 'B. Laila memakan nasi dengan boh itek.', 'C. Laila memakan nasi dengan capcai.']",A,YA,TIDAK,YA
164,Aceh,Pernikahan,Keponakan buk Tuti akan merayakan pesta pernikahan besok.,"['A. Buk Tuti memberi hadiah gelang kaki.', 'B. Buk Tuti memberi hadiah anting-anting.', 'C. Buk Tuti memberi hadiah cincin emas.']",C,YA,TIDAK,YA
165,Aceh,Pernikahan,Kawan Icha merayakan pesta pernikahan.,"['A. Icha memberi hadiah bunga.', 'B. Icha memberi hadiah seprai.', 'C. Icha memberi hadiah boneka.']",B,YA,TIDAK,YA
166,Aceh,Hubungan Keluarga,Ali dan Raya baru saja menikah.,"['A. Ali dan Raya adalah sepupu.', 'B. Ali dan Raya adalah sedarah.', 'C. Ali dan Raya adalah suami istri.']",C,YA,YA,TIDAK
167,Aceh,Hubungan Keluarga,Ali dan Raya memiliki seorang anak perempuan.,"['A. Ali dan Raya memanggil anaknya si cek.', 'B. Ali dan Raya memanggil anaknya si bit.', 'C. Ali dan Raya memanggil anaknya si nyak.']",C,YA,TIDAK,YA
168,Aceh,Hubungan Keluarga,Ali dan Raya memiliki seorang anak laki-laki.,"['A. Ali dan Raya memanggil anaknya raja cut.', 'B. Ali dan Raya memanggil anaknya si ning.', 'C. Ali dan Raya memanggil anaknya anyak.']",A,YA,TIDAK,YA
169,Aceh,Hubungan Keluarga,Mamak Raya memiliki kakak.,"['A. Raya memanggil kakak mamaknya tu.', 'B. Raya memanggil kakak mamaknya mucut.', 'C. Raya memanggil kakak mamaknya cicit.']",B,YA,TIDAK,YA
170,Aceh,Hubungan Keluarga,Mamak Raya memiliki seorang ibu.,"['A. Raya memanggil ibu mamaknya bit.', 'B. Raya memanggil ibu mamaknya cek.', 'C. Raya memanggil ibu mamaknya nek.']",C,YA,TIDAK,YA
171,Aceh,Hubungan Keluarga,Buk Chika kehilangan blender nya.,"['A. Buk Chika mengambil blender tetangganya.', 'B. Buk Chika membeli blender tetangganya.', 'C. Buk Chika meminjam blender tetangganya.']",C,YA,YA,TIDAK
172,Aceh,Hubungan Keluarga,Buk Sinta baru pindah ke rumah barunya.,"['A. Buk Sinta bersilaturrahmi dengan tetangga sekeliling.', 'B. Buk Sinta bersedekah dengan tetangga sekeliling.', 'C. Buk Sinta menginap di rumah tetangga sekeliling.']",A,YA,YA,TIDAK
173,Aceh,Hubungan Keluarga,Buk Ririn sedang terkena musibah.,"['A. Tetangga buk Ririn mencemoohnya.', 'B. Tetangga buk Ririn ikut membantunya.', 'C. Tetangga buk Ririn ikut tidak peduli.']",B,YA,YA,TIDAK
174,Aceh,Hubungan Keluarga,Buk Chika mengadakan acara hajatan.,"['A. Tetangga buk Chika pergi untuk memasak.', 'B. Tetangga buk Chika pergi untuk memulai acara.', 'C. Tetangga buk Chika pergi untuk membentak.']",A,YA,YA,TIDAK
175,Aceh,Hubungan Keluarga,Teuku Aldi merupakan keturunan teuku.,"['A. Anak Aldi bernama aminah.', 'B. Anak Aldi bernama cut.', 'C. Anak Aldi bernama siti.']",B,YA,TIDAK,YA
176,Aceh,Hubungan Keluarga,Said Ali merupakan keturunan said.,"['A. Anak Ali bernama syarifah.', 'B. Anak Ali bernama siti.', 'C. Anak Ali bernama cut.']",A,YA,TIDAK,YA
178,Aceh,"Kehamilan, Bayi, Anak",Siti sedang hamil.,"['A. Siti dilarang duduk di atas kursi.', 'B. Siti dilarang duduk di atas meja.', 'C. Siti dilarang berbicara yang tidak baik.']",C,YA,TIDAK,YA
179,Aceh,"Kehamilan, Bayi, Anak",Siti sedang hamil.,"['A. Siti dilarang memakan buah jeruk.', 'B. Siti dilarang memakan buah nanas.', 'C. Siti dilarang memakan buah semangka.']",B,YA,YA,TIDAK
180,Aceh,"Kehamilan, Bayi, Anak",Siti sedang hamil 8 bulan.,"['A. Siti dianjukran makan kuah asam keueng.', 'B. Siti dianjurkan meminum air kelapa.', 'C. Siti dianjurkan minum air kopi.']",B,YA,YA,TIDAK
181,Aceh,"Kehamilan, Bayi, Anak",Buk Hawa baru siap melahirkan.,"['A. Buk Hawa tidak boleh keluar rumah selama 44 hari.', 'B. Buk Hawa tidak boleh keluar rumah selama 4 hari.', 'C. Buk Hawa tidak boleh keluar rumah selama 7 hari.']",A,YA,TIDAK,YA
182,Aceh,"Kehamilan, Bayi, Anak",Buk Laila baru siap melahirkan.,"['A. Buk Laila harus meletakkan handuk hangat dikepalanya.', 'B. Buk Laila harus meletekkan uang di sakunya.', 'C. Buk Lalila harus meletakkan batu di perutnya.']",C,YA,TIDAK,YA
183,Aceh,"Kehamilan, Bayi, Anak",Siti baru saja melahirkan.,"['A. Ibu Siti memberikan gula untuk bayi Siti.', 'B. Ibu Siti memberi garam untuk bayi Siti.', 'C. Ibu Siti tidak memandikan bayi Siti.']",A,YA,TIDAK,YA
184,Aceh,"Kehamilan, Bayi, Anak",Siti baru saja melahirkan.,"['A. Ibu Siti menutupi kepala bayi Siti.', 'B. Ibu Siti membadung bayi Siti.', 'C. Ibu Siti membiarkan bayi Siti tidak memakai baju.']",B,YA,YA,TIDAK
185,Aceh,"Kehamilan, Bayi, Anak",Anak Siti sudah beranjak balita.,"['A. Siti memberi makan anaknya tumpeng.', 'B. Siti memberi makan anaknya nasi lemak.', 'C. Siti memberi makan anaknya pisang.']",C,YA,YA,TIDAK
186,Aceh,"Kehamilan, Bayi, Anak",Siti memiliki seorang anak balita.,"['A. Siti tidak mengeluarkan anaknya saat magrib.', 'B. Siti tidak mengeluarkan anaknya saat zuhur.', 'C. Siti tidak mengeluarkan anaknya saat subuh.']",A,YA,YA,TIDAK
187,Aceh,"Kehamilan, Bayi, Anak",Anak Siti sudah mulai bisa berbicara.,"['A. Siti mengajarkan anaknya untuk tidak peduli kepada yang lebih tua.', 'B. Siti mengajarkan anaknya untuk sopan kepada yang lebih tua.', 'C. Siti mengajarkan anaknya untuk membantah kepada yang lebih tua.']",B,YA,YA,TIDAK
188,Aceh,"Kehamilan, Bayi, Anak",Anak Siti sudah mulai sekolah.,"['A. Sepulang sekolah anak Siti langsung pulang ke rumah.', 'B. Sepulang sekolah anak Siti tidak langsung pulang ke rumah.', 'C. Sepulang sekolah anak Siti langsung pergi bermain.']",A,YA,YA,TIDAK
189,Aceh,"Kehamilan, Bayi, Anak",Anak Siti sudah memasuki masa remaja.,"['A. Anak Siti harus pergi bermain di sore atau malam hari.', 'B. Anak Siti harus pergi mengaji di sore atau malam hari.', 'C. Anak Siti harus pergi ke rumah neneknya di sore atau malam hari.']",B,YA,YA,TIDAK
190,Aceh,"Kehamilan, Bayi, Anak",Anak Siti sudah beranjak dewasa.,"['A. Siti sering mengajak anaknya untuk berpendapat tentang sesuatu.', 'B. Siti tidak peduli dengan pendapat anaknya.', 'C. Siti sering mengajak anaknya untuk bermain.']",A,YA,TIDAK,YA
191,Aceh,"Kehamilan, Bayi, Anak",Anak siti Siti beranjak dewasa.,"['A. Siti sering memarahi anaknya.', 'B. Siti memutuskan segala hal tentang anaknya.', 'C. Siti mengajarkan anaknya untuk belajar mengambil keputusan sendiri.']",C,YA,YA,TIDAK
192,Aceh,Kematian,Kakek Ali telah meninggal.,"['A. Tengku kampung Ali membuat pengumuman di meunasah.', 'B. Tengku kampung Ali membuat pengumuman di rumah nya.', 'C. Tengku kampung Ali membuat pengumuman di rumah tetangga.']",A,YA,TIDAK,YA
193,Aceh,Kematian,Kakek Ali telah meninggal.,"['A. Kakek Ali akan di bawa ke rumah sakit.', 'B. Kakek Ali akan di peu ubat.', 'C. Kakek Ali akan di pemano.']",C,YA,TIDAK,YA
194,Aceh,Kematian,Kakek Ali telah meninggal.,"['A. Kakek Ali akan di peu sok baje.', 'B. Kakek Ali akan di peu sijuk.', 'C. Kakek Ali akan di peu kaphan.']",C,YA,TIDAK,YA
195,Aceh,Kematian,Kakek Ali telah dikuburkan.,"['A. Ali mengadakan hidangan di kuburan selama 7 atau 10 hari.', 'B. Ali mengadakan peu sijuk di kuburan selama 7 atau 10 hari.', 'C. Ali mengadakan pengajian di kuburan selama 7 atau 10 hari.']",C,YA,TIDAK,YA
196,Aceh,Kematian,Kakek Ali telah dikuburkan.,"['A. Ali akan mengadakan kanduri samadiah di setiap malam ganjil dirumahnya.', 'B. Ali akan mengadakan kanduri samadiah di setiap malam genap dirumahnya.', 'C. Ali akan mengadakan peu sijuk di setiap malam ganjil dirumahnya.']",A,YA,TIDAK,YA
197,Aceh,Kematian,Badrul pergi melayat ke rumah Ali.,"['A. Badrul memakai baju yang rapi dan peci.', 'B. Badrul memakai baju singlet dan peci.', 'C. Badrul memakai celana pendek dan peci.']",A,YA,YA,TIDAK
198,Aceh,Kematian,Siti pergi melayat ke rumah Ali.,"['A. Siti memakai celana ketat dan jilbab.', 'B. Siti memakai baju yang rapi dan jilbab.', 'C. Siti memakai baju kensi dan jilbab.']",B,YA,YA,TIDAK
199,Aceh,Kematian,Kakek Ali meinggalkan warisan.,"['A. Tante Ali mendapatkan 1 bagian dari warisan.', 'B. Tante Ali mendapatkan 2 bagian dari warisan.', 'C. Tante Ali mendapatkan 3 bagian dari warisan.']",A,YA,TIDAK,YA
200,Aceh,Hari Besar Agama,Buk Ani dan keluarga akan merayakan hari raya idul fitri besok.,"['A. Buk Ani memasak capcahai di hari meugang.', 'B. Buk Ani memasak daging sapi di hari meugang.', 'C. Buk Ani memasak jengkol di hari meugang.']",B,YA,YA,TIDAK
201,Aceh,Hari Besar Agama,Buk siti dan keluarga akan menjalankan ibadah puasa untuk satu bulan kedepan.,"['A. Buk Siti memasak sie reboh di hari meugang.', 'B. Buk Siti memasak tape di hari meugang.', 'C. Buk Siti memasak bolu di hari meugang.']",A,YA,TIDAK,YA
204,Aceh,Hari Besar Agama,Putri akan merayakan lebaran seminggu lagi.,"['A. Putri membuat kue lebaran.', 'B. Putri membuat minuman untuk lebaran.', 'C. Putri membuat somai.']",A,YA,YA,TIDAK
205,Aceh,Hari Besar Agama,Beberapa hari lagi buk Citra akan memasuki bulan ramadhan.,"['A. But Citra memasak bupedah.', 'B. But Citra memasak bubur kacang ijo.', 'C. But Citra memasak asam keueng.']",A,YA,TIDAK,YA
206,Aceh,Hari Besar Agama,Besok adalah hari pertama ramadhan.,"['A. Ahmad pergi ke mesjid untuk mengambil bukaan.', 'B. Ahmad pergi ke mesjid untuk membersihkan mesjid.', 'C. Ahmad pergi ke mesjid untuk tadarus.']",C,YA,YA,TIDAK
207,Aceh,Hari Besar Agama,Buk Sisi melakukan buka puasa bersama besok.,"['A. Buk Sisi membuat burger.', 'B. Buk Sisi membuat ie pedadah.', 'C. Buk Sisi membuat bengkang.']",B,YA,TIDAK,YA
208,Aceh,Hari Besar Agama,Kampung Blang Ara hari ini merayakan maulid nabi.,"['A. Masyarakat Blang Ara membuat apam.', 'B. Masyarakat Blang Ara membuat idang.', 'C. Masyarakat Blang Ara membuat bubur.']",B,YA,TIDAK,YA
209,Aceh,Hari Besar Agama,Buk Salmi hari ini merayakan hari asyura.,"['A. Buk salmi membuat kuah masam keueng.', 'B. Buk salmi membuat bubur asyura.', 'C. Buk salmi membuat bubur ayam.']",B,YA,TIDAK,YA
210,Aceh,Hari Besar Agama,Keluarga buk Intan akan merayakan hari raya besok.,"['A. Keluarga buk Intan akan bersilaturrahmi ke rumah saudaranya.', 'B. Keluarga buk Intan akan berdiam diri di rumah.', 'C. Keluarga buk Intan akan ke pasar raya.']",A,YA,YA,TIDAK
211,Aceh,Hari Besar Agama,Masyarakat gampong blang baru saja selesai acara maulid.,"['A. Malam ini akan ada tahlilan.', 'B. Malam ini akan ada like maulid.', 'C. Malam ini adakan ada ceramah maulid.']",C,YA,TIDAK,YA
212,Aceh,Pertanian,Minggu ini adalah waktu memanen padi untuk kampung cot.,"['A. Kampung cot memanen padi setahun dua kali.', 'B. Kampung cot memanen padi setahun empat kali.', 'C. Kampung cot memanen padi setahun enam kali.']",A,YA,TIDAK,YA
213,Aceh,Pertanian,Keluarga buk Tuti memiliki kebun kopi.,"['A. Setiap minggu buk Tuti memanen kopi di persawahan.', 'B. Setiap minggu buk Tuti memanen kopi di samping rumahnya.', 'C. Setiap minggu buk Tuti memanen kopi di gunung.']",C,YA,TIDAK,YA
214,Aceh,Pertanian,Pak Bakti ingin menanam padi.,"['A. Pak Bakti harus memupuk sawahnya.', 'B. Pak Bakti harus membajak sawahnya.', 'C. Pak Bakti harus membagi sawahnya.']",B,YA,YA,TIDAK
215,Aceh,Pertanian,Pak Khairi sedang menanam padi.,"['A. Pak Khairi melaksanakan kanduri laot.', 'B. Pak Khairi melaksanakan kanduri anak yatim.', 'C. Pak Khairi melaksanakan kanduri blang.']",C,YA,TIDAK,YA
216,Aceh,Pertanian,Keluarga pak Ahmad baru saja memanen padi.,"['A. Keluarga pak Ahmad melaksanakan kanduri blang.', 'B. Keluarga pak Ahmad melaksanakan kanduri anak yatim.', 'C. Keluarga pak Ahmad melaksanakan kanduri laot.']",A,YA,TIDAK,YA
