ID,Source,Subject,Exam Type,Profession Group,Question,Option A,Option B,Option C,Option D,Option E,Answer Key,is_few_shot
76,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,"Menciptakan memori yang berkesan bagi wisatawan, sehingga pegalaman perjalanan atau kunjungan wisata yang dilakukan dapat terus membekas dalam benak wisatawan dan memotivasi mereka untuk berkunjung ulang adalah unsur saptapesona....",Indah,Aman,Ramah,Kenangan,Tertib,D,0
77,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,"Syarat objek wisata agar dapat dikunjungi wisatawan adalah what to stay, artinya....",Adanya objek wisata dan atraksi wisata yang berbeda dari yang lain,Adanya fasilitas yang banyak dan dapat dipilih agar wisatawan betah tinggal lama ditempat tersebut,Adanya fasilitas untuk berbelanja terutama barang souvenir dan kerajinan tangan lokal,Mudahnya aksebilitas ke tempat tersebut,Adaya tempat tinggal sementara untuk wisatawan yang berlibur ditempat wisatawan tersebut.,E,0
78,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Tempat wisata dapat digolongkan menjadi wisata alam dan wisata buatan. Berikut ini yang bukan termasuk wisata alam adalah....,Bunaken,Malioboro,Bukit Si Kunir,Pantai Klayar,Raja Ampat,B,0
79,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Dokumen perjalanan yang diuangkan kembali jika tidak dipergunakan secara keseluruhan atau hanya sebagian atau hanya sebagian dari rute-rute yang telah tercantum adalah...,Tiket,Visa,Karcis,Paspor,Viskal,A,0
80,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,"Produk jasa memiliki karakteristik yang berbeda dengan barang, salah satunya adalah sangat sulit melakukan standarisasi dan pengendalian kualitas jasa tersebut, karakteristik ini disebut...",Perishability,Heterogenity,Inseparability,Intagibility,Lack of ownership,B,0
81,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,"Perhatikan pernyataan berikut!
    1) Menyediakan pelayanan paket wisata
    2) Dibangun ditempat sepi
    3) Menyediakan pelayanan akomodasi, makanan, dan minuman
    4) Merupakan suatu jenis infrastruktur pariwisata
    5) Bertujuan untuk mencari keuntungan
Pernyataan yang benar mengenai karakteristik hotel adalah....",1 dan 3,2 dan 4,3 dan 5,4 dan 5,3 dan 4,C,0
82,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Sesuatu yang dimiliki tempat wisata untuk menarik wisatawan agar bekunjung dan digunakan untuk mengembangkan industri wisata disebut...,Potensi wisata,Daya tarik wisata,Objek wisata,Destinasi wisata,Ciri khas wisata,A,0
83,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Salah satu syarat objek wisata adalah unsur adalah unsur infrastruktur jalan raya. Berikut ini yang tidak termasuk cara membuat jalan raya lebih menarik bagi wisatawan adalah....,Menanam pohon yang tidak terlalu lebat di sepanjang jalan.,Menyediakan pemandangan yang luas dari alam semesta,Mengembangkan tempat dengan pemandangan yang luas dari alam semesta,Membuat jalan menanjak untuk memangkas biaya,Membuat jalan raya dengan dua arah,D,0
84,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,"Informasi lengkap tentang lokasi, tarif, jadwal, rute dan pelayanan pengangkutan lokal merupakan unsur....",Attractions,Facility,Infrastructure,Transportation,Hospitality,D,0
85,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,"Dokumen perjalanan jika tidak digunakan secara keseluruhan atau hanya sebagian dari rute- rute yang telah tercantum, maka dapat diuangkan kembali adalah keuntungan dari...",Visa,Paspor,"Tiket wisata, cedera mata, atraksi wisata dan akomodasi",Travel voucher,E-paspor,C,0
86,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Kegiatan yang mempunyai tujuan menyelenggarakan jasa pariwisata dengan menyediakan dan mengusahakan objek dan daya tarik wisata usaha sarana pariwisata dan usaha lain yang terkait di bidang tersebut adalah...,Industri pariwisata,Sarana patiwisata,Jasa pariwisata,Pariwisata,Objek pariwisata,A,0
87,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Bisnis utama biro perjalanan wisata adalah....,Menentukan objek wisata yang sering dikunjungi wisatawan lain,Melakukan survei pada objek wista sehingga dapat menjelaskan secara jelas objek wisata tersebut kepada customer,Melakukan pemilihan objek wisata dan mencari pusat oleh-oleh dengan harga terjangkau.,Mendata wisatawan dan dikelompokkan berdasarkan tujuan wisata yang sama,Menyusun paket wisata kemudian menjualnya kepada wisatawan dan memeberikan pelayanan kepada wisatawan yang membeli paket wisata.,E,0
88,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Perencanaan dan penyelenggaraan pamera adalah salah satu kegiatan usaha jasa...,Biro perjalanan wisata,Informasi kepariwisataan,Agen perjalanan wisata,"Konvensi, perjalanan insentif, dan pameran",Konsultan pariwisata,D,0
89,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,"Berikut ini merupakan faktor penting usaha jasa restoran bagi keberlangsungan industri pariwisata, kecuali....",Sebagai bentuk mengikuti laju pertumbuhan laju ekonomi,Usaha jasa restoran mampu menyerap pendapatan yang cukup besar,Setiap orang membutuhkan makanan dan minuman,Mampu membuka kesempatan bekerja,Mengurangi angka pengangguran.,A,0
90,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Faktor penentu seseorang pergi berwisata disebabkan oleh standar hidup yang meningkat termasuk pengaruh...,Terjadinya revolusi industri,Demografi,Kemajuan zaman,Sosial ekonomi,Promosi pariwisata,C,0
91,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Tipe pelayanan restoran counter service adalah...,Cara pelayanan dengan menggunakan meja makan,Tamu mengambil sendiri makanan yang sudah disediakan,Service informal dan banyak terdapat di restoran dengan harga yang murah,Tamu memberikan tips pada pelayan,Cara pelayanan dengan menggunakan baki,C,0
92,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Suatu objek wisata dapat menarik untuk dikunjungi oleh wisatawan karena tersedia fasilitas untuk berbelanja terutama barang suvenir dan kerajinan rakyat sebagai oleh-oleh untuk dibawa pulang ke tempat asal adalah syarat....,What to stay,What to buy,What to arrived,What to see,What to do,B,0
93,https://www.scribd.com/document/513796823/SOAL-KEPARIWISATAAN-USPBK-2020-2021,Tourism,Vocational School,Tourism and Hospitality,Sertifikat kesehatan adalah salah satu dokumen resmi yang menunjukkan bahwa pemegangnya telah memperoleh...,Imunisasi,Vaksinisasi,Vitamin,Legalissasi,Surat izin dokter,B,0
94,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Perhatikan peran pemangku kepentingan berikut !
    (1) Memberikan perlindungan hukum
    (2) Memberikan pelayanan yang tidak deskriminatif
    (3) Menjaga dan menghormati norma
    (4) Turut serta menjaga ketertiban dan keamanan lingkungan
    (5) Mengawasi dan mengendalikan kegiatan kepariwisataan
    (6) Mengembangkan kemitraan dengan usaha mikro serta koperasi

Peran pemerintah dalam industri pariwisata adalah ...",1 dan 2,1 dan 5,1 dan 6,3 dan 6,4 dan 5,B,0
95,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Perhatikan peran pemangku kepentingan berikut !
    (1) Memberikan perlindungan hukum
    (2) Memberikan pelayanan yang tidak deskriminatif
    (3) Menjaga dan menghormati norma
    (4) Turut serta menjaga ketertiban dan keamanan lingkungan
    (5) Mengawasi dan mengendalikan kegiatan kepariwisataan
    (6) Mengembangkan kemitraan dengan usaha mikro serta koperasi

Peran industri swasta dalam industri pariwisata adalah ...","2,3, dan 6","2, 4, dan 5","1,2, dan 3","1,5, dan 6","4, 5, dan 6",A,0
96,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Perhatikan peran pemangku kepentingan berikut !
    (1) Memberikan perlindungan hukum
    (2) Memberikan pelayanan yang tidak deskriminatif
    (3) Menjaga dan menghormati norma
    (4) Turut serta menjaga ketertiban dan keamanan lingkungan
    (5) Mengawasi dan mengendalikan kegiatan kepariwisataan
    (6) Mengembangkan kemitraan dengan usaha mikro serta koperasi

Peran masyarakat dalam industri pariwisata adalah ...",1 dan 2,1 dan 3,2 dan 3,3 dan 4,1 dan 4,D,0
97,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Yang merupakan contoh dari hubungan ekonomi dengan pariwisata adalah ...,Meningkatkan para pengunjung,Membangun kerjasama dengan negara lain,Meningkatkan rasa cinta tanah air,Dapat dijadikan sebagai daya tarik wisata,Meningkatkan industri rakyat,E,0
98,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Yang merupakan contoh dari hubungan kebudayaan dengan pariwisata adalah ...,Meningkatkan para pengunjung,Membangun kerjasama dengan negara lain,Meningkatkan rasa cinta tanah air,Dapat dijadikan sebagai daya tarik wisata,Meningkatkan industri rakyat,D,0
99,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Yang merupakan contoh dari hubungan politik dengan pariwisata adalah ...,Meningkatkan para pengunjung,Membangun kerjasama dengan negara lain,Meningkatkan rasa cinta tanah air,Dapat dijadikan sebagai daya tarik wisata ,Meningkatkan industri rakyat,B,0
100,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Sesuatu yang memiliki keunikan dan nilai yang berupa keanekaragaman kekayaan alam, budaya, dan hasil buatan manusia yang menjadi sasarn wisatawan disebut …",Wisata,Objek wisata,Daya tarik wisata,Pariwisata,Sapta pesona,C,0
101,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Sasaran daya tarik wisata yang berwujud keadaan alam, flora dan fauna disebut ....",Daya tarik wisata hasil karya manusia,Daya tarik wisata minat khusus,Daya tarik wisata ciptaan Tuhan YME,Daya tarik wisata sosial,Daya tarik wisata sosial ekonomi,C,0
102,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Sasaran daya tarik wisata yang berwujud seperti museum, seni dan kebudayaan disebut  ...",Daya tarik wisata hasil karya manusia,Daya tarik wisata minat khusus,Daya tarik wisata ciptaan Tuhan YME,Daya tarik wisata sosial,Daya tarik wisata sosial ekonomi,A,0
103,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Sasaran daya tarik wisata yang dimana wisatawan memiliki motivasi khusu disebut ….,Daya tarik wisata hasil karya manusia,Daya tarik wisata minat khusus,Daya tarik wisata ciptaan Tuhan YME,Daya tarik wisata sosial,Daya tarik wisata sosial ekonomi,B,0
104,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Contoh daya tarik wisata alam adalah  ….,Museum,Upacara adat,Pegunung,Pertunjukan seni,Berburu,C,0
105,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Contoh daya tarik wisata minat khusus adalah  ….,Museum,Upacara adat,Pegunung,Pertunjukan seni,Berburu,D,0
106,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Suatu daya tarik wisata pada prinsipnya harus memiliki persyaratan, kecuali ...",What to see,What to do,What to sale,What to buy,What to arrived,C,0
107,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Yang dimaksud dengan what to stay dalam persyaratan pembangungan daya tarik wisata adalah ...,Bagaimana mengunjungi daya tarik wisata,Apa yang akan dilakukan di objek wisata,Apa yang akan dilihat di objek wisata,Bagaimana wisatawan akan tinggal untuk sementara,Apa yang akan dibeli oleh wisatawan,D,0
108,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Perhatikan hal-hal berikut !
    (1) Fisiologis                (4)  tekanan keluarga
    (2) Situasi kerja           (5)  keamanan
    (3) Prestise                  (6)  masyarakat
Yang termasuk faktor intrinsik yang mempengaruhi kebutuhan motivasi adalah ...","1, 2, dan 3","1, 2, dan 4","1, 3, dan 5","2, 4, dan 6","2, 5, dan 6",C,0
109,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Perhatikan hal-hal berikut !
    (1) Fisiologis                (4)  tekanan keluarga
    (2) Situasi kerja           (5)  keamanan
    (3) Prestise                  (6)  masyarakat
Yang termasuk faktor ekstrinsik yang mempengaruhi kebutuhan motivasi adalah ...","1, 2, dan 3","1, 2, dan 4","1, 3, dan 5","2, 4, dan 6","2, 5, dan 6",D,0
110,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Salah satu tujuan berwisata kecuali adalah ...,Rekreasi,Mengembangkan wawasan,Realisasi diri,Berpindah tempat tinggal,Pengobatan,D,0
111,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Yang termasuk bentuk wisata berdasarkan waktu berkunjung adalah ..,Vocational,Special Mission,Occasional,Regional,Internasional,C,0
112,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Suatu bentukwisata berdasarkan neraca pembayaran dimana wisatawan Indonesia yang berkunjung ke luar negeri disebut …,Out going tourism,Internasional tourism,Hunting tourism,Occasional tourism,In boun tourism,A,0
113,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Suatu bentuk wisata  yang kegiatannya melakukan perburuan disebut ...,Special mission tourism,Familiarization tourism,Recuperation tourism,Scientific tourism,Hunting toursim,E,0
114,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Suatu bentuk wisata yang kegiatannya untuk mengenali daerah sekitar karena alas an suatu pekerjaan disebut...,Special mission tourism,Familiarization tourism,Recuperation tourism,Scientific tourism,Hunting toursim,B,0
115,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Suatu bentuk wisata yang kegiatannya untuk melakukan pengobatan disebut ....,Special mission tourism,Familiarization tourism,Recuperation tourism,Scientific tourism,Hunting toursim,C,0
116,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Suatu bentuk wisata berdasarkan letak geografisnya, yang dimaksud dengan regional tourism adalah ...",Wilayah objek wisata yang ruang lingkupnya masih berada di sekitar tempat tinggalnya,Wilayah objek wisata yang ruang lingkupnya masih berada di satu kawasan daerahnya,Wilayah objek wisata yang ruang lingkupnya berada disatu Negaranya,Wilayah objek wisata yang ruang lingkupnya berada satu atau dua negaranya,Wilayah objek wisata yang ruang lingkupnya berada di seluruh negara,B,0
117,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"Suatu bentuk wisata berdasarkan letak geografisnya, yang dimaksud dengan regional-internasional tourism adalah ...",Wilayah objek wisata yang ruang lingkupnya masih berada di sekitar tempat tinggalnya,Wilayah objek wisata yang ruang lingkupnya masih berada di satu kawasan daerahnya,Wilayah objek wisata yang ruang lingkupnya berada disatu Negaranya,Wilayah objek wisata yang ruang lingkupnya berada satu atau dua negaranya,Wilayah objek wisata yang ruang lingkupnya berada di seluruh negara,D,0
118,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,"uatu bentuk wisata berdasarkan letak geografisnya, yang dimaksud dengan Internasional tourism adalah ...",Wilayah objek wisata yang ruang lingkupnya masih berada di sekitar tempat tinggalnya,Wilayah objek wisata yang ruang lingkupnya masih berada di satu kawasan daerahnya,Wilayah objek wisata yang ruang lingkupnya berada disatu Negaranya,Wilayah objek wisata yang ruang lingkupnya berada satu atau dua negaranya,Wilayah objek wisata yang ruang lingkupnya berada di seluruh negara,E,0
119,https://www.scribd.com/document/413452124/Soal-Uas-Pengantar-Pariwisata?,Tourism,Vocational School,Tourism and Hospitality,Seseorang yang melakukan perjalanan wisata disebut ...,Pariwisata,Wisata,Wisatawan,Kepariwisataan,Objek wisata,C,0
